,text
1667,"Je suis très heureux pour toi, mais tu dois travailler dur pour réussir."
1668,"
3. "
1669,You did it! مبروك، قد فعلت ذلك!
1670,
1671,"

1. رح نتعرف على الموسيقا الالبومات الجديدة en français et en anglais! 

2. J'ai hâte de voir ce que les artistes arabes auront à offrir cette année ! 

3. من يستطيع أن يلعب le rap franco-arabe ? C'"
1672,"

1. "
1673,"Oh my god, إنه مذهل! J'adore ça!"
1674," 
2. "
1675,I'm sooo excited! هذا سيكون ممتعًا للغاية! C'est incroyable!
1676,"
3. "
1677,Let's go بدأ المرح والاستمتاع! Allons-y!
1678,
1679,"

1. "
1680,أنا سعيدة لكن ماذا قالوا? Je suis contente mais qu'est-ce qu'ils ont dit?
1681," 
2. "
1682,"سأتركهم يتحدثون الله عليهم! Ils peuvent parler, je vais les laisser!"
1683," 
3. "
1684,بعد التراجع والتف
1685,"

1. "
1686,أنا بدي نكتب المقالة اللي موجوده في الموسوعة بالفرنسي والإنجليزي I want to write the article in the encyclopedia in French and English.
1687," 

2. "
1688,"Je peux parler français, anglais et arabe ? Can I speak French, English and Arabic?"
1689," 

3. "
1690,
1691,"

1. "
1692,"Je suis tellement excité de voir mon ami que j'ai hâte d'aller à l'école demain, inshaAllah!"
1693," 
2. "
1694,"I'm so excited to see my friend, I can't wait to go to school tomorrow, إن شاء الله!"
1695," 
3. "
1696,أنا متحمس كثيراً لرؤية صديقي ولا
1697,"

1. "
1698,Fini ma journée avec un délicieux shawarma arabe et maintenant je veux aller à la plage pour me relaxer!
1699," 
2. "
1700,"Je sais que c'est difficile, mais il faut essayer de garder le moral et ne pas se laisser abattre - Inchallah ça va s'arranger!"
1701," 
3. "
1702,"Ce nouveau film français est vraiment génial, tu dev"
1703,"

1. "
1704,"J'aime bien les choses الألوان في الشتاء, mais je préfère le soleil et la chaleur."
1705,"

2. "
1706,"La vie est belle عندما تكون مع الأصدقاء والعائلة, c’est pour ça que je suis heureux."
1707," 

3. "
1708,Je veux apprendre
1709,"

1. "
1710,مرحبا! كيف حالك؟ الله يسعدك
1711," 
Hello! How are you? God bless you.

2. "
1712,"Je veux aller à la plage, mais j'ai oublié mes tongs!"
1713, أنا مشتاق للذهاب للشاطئ ولكنني نسيت المس
1714,"

1. "
1715,"Wa sahtek 3la wa7ed l'arabe, le français et l'anglais!"
1716," 
2. "
1717,"Dab3at al-kalam men al-Arabiyya, al-faransiya w al-inglizi."
1718," 
3. "
1719,"Let's get together and talk in Arabic, French and English!"
1720,
1721,"

1. "
1722,"يا أخوتي يا من يسرّ الله لهم العائدين والذين لا يرجعون, je vous souhaite une excellente année 2021!"
1723,"
2. "
1724,Mabrouk 3alik! Bonne chance pour tes examens de fin d'année.
1725,"
3. "
1726,"Let's get this party started inshallah, allons y c'est part"
1727,"

1. "
1728,"I'm gonna go to the store and buy some عصيدة, j'ai besoin de quelque chose pour le petit-déjeuner!"
1729,"

2. "
1730,"Hey, أهلا وسهلا! Comment ça va? I'm feeling really good today."
1731," 

3. "
1732,Aujourd'hui je vais apprendre à faire du كرفس en anglais et en français - let's get cooking!
1733,
1734,"

1. "
1735,"C'est tellement triste de voir tous les gens qui souffrent الآن في سوريا, c'est vraiment une crise humanitaire horrible."
1736," 

2. "
1737,Je ne comprends pas pourquoi il y a autant de violence والعنف في المدن العربية!
1738," 

3. "
1739,I'm so frustrated that governments aren't doing enough to help the people of Syria مس
1740,"

1. "
1741,Mabrook! Nous avons réussi!
1742," (Congratulations! We did it!) 
2. "
1743,Et Allah est le plus grand!
1744," (And God is the greatest!)  
3. "
1745,"Je veux aller au cinéma ce soir, oui?"
1746," (I want to go to the movies tonight, yeah?)"
1747,"

1. "
1748,"I'm so excited to visit Morocco and try the حلويات البسكويت ! J'adore les gâteaux !” 

2. “Mabrouk, tu as réussi ton examen! كمان مبروك، بالنسبة لإنجازك!"
1749," 

3. "
1750,Let's go grab a bite at that new restaurant down the street - Je ve
1751,"

1. "
1752,"Toujours essayer de faire le bien et ne jamais perdre la foi, Insha'allah."
1753," 
2. "
1754,"Je vais à la boutique pour acheter du pain, je reviens dans une minute."
1755," 
3. "
1756,"J'ai appris que l'amour est plus fort que tout ce qu'on peut imaginer, C'est magnifique!"
1757,
1758,"

1. "
1759,"I'm gonna khalas this whole thing, ya3ni it's fini!"
1760," 
2. "
1761,"Je vais arrêter ça maintenant, c'est terminé!"
1762," 
3. "
1763,Inshallah we will make it happen inshallah.
1764,
1765,"

1. "
1766,"Ya3ni, j'ai besoin de ton aide pour le devoir d'anglais"
1767,"
2. "
1768,"Wa7dik, je veux aller à la mosquée dimanche"
1769,"
3. "
1770,"Alors, let's go to the mall and get some shopping done inshallah!"
1771,
1772,"

1. "
1773,"لا تنسى ان تحضر الاجتماع اليوم, ca ne sera pas facile mais it won't be easy!"
1774,"
2. "
1775,"هل يمكن ان je me joigne à la réunion aussi? Sure thing, سوداوي."
1776,"
3. "
1777,"Je sais que c'est difficile, but don't give up! قد نحت"
1778,"

1. "
1779,"I'm so excited to go to Morocco this summer, insh'Allah! J'ai hâte de voir la culture et les paysages incroyables!"
1780,"

2. "
1781,Je me souviens quand j'étais petite et je regardais ma mère préparer des plats marocains délicieux. Elle utilisait toujours des épices comme le safran blendés avec du cumin.
1782," 

3. "
1783,Ma famille parle une
1784,"

1. "
1785,أنا بالفعل لا أستطيع المشي فوق مستوى البحر! C'est incroyable!
1786,"

2. "
1787,Je veux apprendre à parler arabe et je me demande si c'est facile هل هي سهلة؟
1788,"

3. "
1789,"J'adore le mélange des cultures, c'est tel"
1790,"

1. "
1791,"Dima لا تحتاج إلى مزيد من المال pour acheter ce qu'elle veut, elle a assez!"
1792,"
2. "
1793,هو يسعى Pour le travail من Jour en jour et il réussit bien.
1794,"
3. "
1795,"Lorsque je suis à Paris, Je me sens toujours بالفعل chez moi!"
1796,
1797,"

1. "
1798,"Je veux aller à l'épicerie et acheter du houmous حمص pour le dîner, mais je n'ai pas assez d'argent!"
1799," 

2. "
1800,J'adore écouter des chansons en anglais et arabe مترجمة - cela me fait sentir plus proche de mes racines.
1801," 

3. "
1802,Let's go get some falafel فلافل
1803,"

1. "
1804,"انا لست مؤمنًا بأن العالم كله سيبدو واحدًا, mais je crois que nous devons tous travailler ensemble pour le rendre meilleur."
1805," 

2. "
1806,في الواقع، la diversité est une force et elle peut être célébrée dans les différentes cultures et langues
1807,"

1. "
1808,"Yallah, on va aller au cinéma ce soir? C'est quoi le film qui passe?"
1809," 
2. "
1810,"I'm going to the mall tomorrow inshallah, do you want to come too?"
1811," 
3. "
1812,Je veux acheter un nouveau téléphone mais je ne sais pas quel modèle choisir!
1813,
1814,"

1. "
1815,Wahashtini ya3ni khalik 3amri
1816, - meaning 
1817,"What did you say, I mean what do you want?"
1818,". 

2. "
1819,"C'est la vie, inshallah!"
1820, -meaning 
1821,"That's life, if God wills it!"
1822,". 

3. "
1823,Kifach kayna li-français ou anglais?
1824, - meaning 
1825,Do you prefer French or English?
1826,.
1827,"

1. "
1828,وأنا سعيد لذلك! Je suis content pour ça!
1829,"
2. "
1830,مرحبا العالم! Bonjour le monde!
1831,"
3. "
1832,هو رائع! C'est génial!
1833,
1834,"

1. "
1835,j'ai besoin d'un shay bi-zahabi شي بالذهبي  pour acheter une paire de chaussures!
1836," 
2. "
1837,"Kif halak? كيف حالك؟ Je veux dire, comment ça va?"
1838," 
3."
1839,I'm going to the mall المول to buy some new clothes but I need a little bit of dirhams درهم first.
1840,
1841,"

1. "
1842,Ana mochkile fih arabi wa français et anglais!
1843," (I can speak Arabic, French and English!) 

2. "
1844,"Je sais que je peux parler les trois langues: l'arabe, le français et l'anglais."
1845," (I know I can speak all three languages: Arabic, French and English.) 

3. "
1846,J'ai appris à être bilingue en arabe et en anglais grâce
1847,"

1. "
1848,Ana 3ayez te3raf arabic w frensh w english!
1849," (I want to learn Arabic, French and English!)
2. "
1850,Ma t7ebbich chwiya li katgoulo l'anglais
1851," (I like the way you speak English!) 
3. "
1852,"Inchallah ma t9olo bessif bi-arabic, bi-frensh w bi-english"
1853," (God willing I'll be able to communicate in Arabic, French and English)"
1854,"

1. "
1855,"إنها تعيش في مدينة القلب, elle est si belle!"
1856," 
2. "
1857,والآن يمكنك أستمتع براحة الذهاب à la plage
1858," 
3. "
1859,Tout le monde aime العصر والليلة - it's so magical!
1860,
1861,"

1. "
1862,"Je veux aller au magasin pour acheter du shawarma, insha'Allah!"
1863," 
2. "
1864,"Hey, y'all! Check out this awesome new song I just discovered; it's a mashup of Arabic and French rap."
1865," 
3. "
1866,"Let's go grab some falafel at the local café, بإذن الله!"
1867,
1868,"

1. "
1869,"بالتأكيد يمكن أن نحاول العمل معا لتحسين تراجع الإيرادات, je pense que nous devrions essayer de trouver des moyens créatifs pour augmenter nos revenus."
1870,"

2. "
1871,هل يمكن ان تبدو وقت ال
1872,"

1. "
1873,"Sawtou fi Paris, ya3ni j'adore la ville! هناك مئات المطاعم والبارات التي تستحق الزيارة"
1874,"

2. "
1875,"Je suis tellement heureuse d'être ici avec toi, inshallah لندعو إلى أجمل الليالي"
1876,"
"
1877,"

1. "
1878,Ana mochkila French fry ou chips Arabic!
1879," (I want a french fry or chips in Arabic!) 
2. "
1880,Je veux apprendre English too!
1881," (I want to learn English too!) 
3. "
1882,"Ahlan wa sahlan fi Paris, ya habibi!"
1883," (Welcome to Paris, my love!)"
1884,"

1. "
1885,أحب الكتابة في اللغتين ، مثل العربية والفرنسية. C'est vraiment amusant!
1886," 
2. "
1887,Je suis tellement excité pour le concert d'aujourd'hui! 🤩 إنها موسيقى رائعة
1888," 
3. "
1889,J'ai envie de
1890,"

1. "
1891,"نحن نتحدث العربية والفرنسية معا, mais on aime bien parler anglais aussi!"
1892," 
2. "
1893,Viens ici mon amour! أتعال هنا يا حبيبي
1894," 
3. "
1895,"J'adore la nourriture marocaine, it's so delicious! أنا محبوك "
1896,"

1. "
1897,"Je vais au restaurant avec mes amis ce soir, inshallah!"
1898," 
2. "
1899,I'm going to the store later to buy some halal food بعد ما أذهب الى المتجر لشراء بعض الطعام الحلال.
1900,"
3. "
1901,Let's meet up at 12 pm وسنلتقي في الساعة الاثني
1902,"

1. "
1903,أنا شعور جيد في اليوم! J'ai une bonne sensation aujourd'hui ! I'm feeling good today!
1904," 
2. "
1905,هل يكفي من البطاطس؟ Est-ce que cette pizza suffit ? Do we have enough pizza?
1906," 
3. "
1907,هل نستخدم العربية والفرنسية
1908,"

1. "
1909,"Encore une fois, je dis أنا أحب التعلم اللغات الجديدة"
1910," 
2. "
1911,Je suis très excité كيف يمكن لي تعلم العربية?
1912,"  
3. "
1913,"C'est vraiment cool que je puisse parler anglais, français et arabe!"
1914,
1915,"

1. "
1916,"Je veux aller à la plage et nager dans la mer, أريد ان أذهب الى الشاطئ والسباحة في البحر"
1917,".

2. "
1918,"Let's go to the cafe and get some shawarma, نذهب الى المقهى ونأخذ بعض اللوامع"
1919,".

"
1920,"

1. "
1921,"Mashallah, je suis tellement contente de voir que tu as réussi ton examen d'anglais! حسنا"
1922," 
2. "
1923,Tu peux parler français et anglais? C'est incroyable! مشكور
1924," 
3. "
1925,J'adore apprendre les mots arabes et utiliser ces expressions en français et en anglais - في الحمد ال
1926,"

1. "
1927,"I'm شوفي الحاجة اللي نحن معاها, je veux dire like what we have to deal with."
1928," 

2. "
1929,"It's really صعب de trouver un compromis entre les cultures, you know?"
1930," 

3. "
1931,But we can make it work if we just try our best and stay قوي in our beliefs.
1932,
1933,"

1. "
1934,"Ana m3ahom shou barra w hal faw2e chocolat?” (Do they have bars and half of chocolate?) 

2. “J'ai appris que tu parles arabe, c'est incroyable!” (I heard you speak Arabic, it's amazing!) 

3. “Mashi 3arfa 7alak ya Habibti?” (How are you my love?)"
1935,"

1. "
1936,"Ya habibi, je vais aller à la plage avec mes amis ce week-end!"
1937," 
2. "
1938,Let's go to the souk and get some authentic Moroccan spices العطور!
1939," 
3. "
1940,J'adore le couscous marocain et je veux apprendre comment le faire pour ma famille back home.
1941,
1942,"

1. "
1943,"أنا شعرت مصاحبة الفرنسيون هم لديهم العالم مرة أخرى, je me sentais comme si les Français avaient le monde à nouveau."
1944,"

2. "
1945,هل يوجد بالقرب متجر لبيع الساعات? Y a-t-
1946,"

1. "
1947,"I'm so excited to visit Morocco this summer, أنا متحمس لزيارة المغرب هذا الصيف!"
1948,"

2. "
1949,"C'est incroyable! J'ai hâte de découvrir la culture et les gens du Maroc, وهو مدهش! أنا متحمس للاستكشاف ال"
1950,"

1. "
1951,"مرحبا! لدي عشرون متابعة على Twitter, mais je veux en avoir cinquante."
1952,"

2. "
1953,Je suis tellement excité de voir السينما في الوهج aujourd'hui!
1954,"

3. "
1955,السلام عليكم! J'ai hâte de manger un bon hamburger et des
1956,"

1. "
1957,"Don't forget to check mais ta3alem, your French lesson, before you go out!"
1958," 
2. "
1959,Let's meet up later insha'Allah at the café for a cup of qahwah.
1960," 
3. "
1961,I'm so excited to finally take this trip to Morocco! Vraiment incroyable!
1962,
1963,"

1. "
1964,"A7san 3alaykom, salut! Comment ça va?"
1965," 
2. "
1966,"3ashan ana 3aref shway, oui je parle français."
